62	2250.73		1254.79			995.94		181519.00
63	2250.73		1247.94			1002.78		180516.22
64	2250.73		1241.05			1009.68		179506.54
65	2250.73		1234.11			1016.62		178489.93
66	2250.73		1227.12			1023.61		177466.32
67	2250.73		1220.08			1030.64		176435.67
68	2250.73		1213.00			1037.73		175397.94
69	2250.73		1205.86			1044.86		174353.08
70	2250.73		1198.68			1052.05		173301.03
71	2250.73		1191.44			1059.28		172241.75
72	2250.73		1184.16			1066.56		171175.19
73	2250.73		1176.83			1073.90		170101.29
74	2250.73		1169.45			1081.28		169020.01
75	2250.73		1162.01			1088.71		167931.30
76	2250.73		1154.53			1096.20		166835.10
77	2250.73		1146.99			1103.73		165731.36
78	2250.73		1139.40			1111.32		164620.04
79	2250.73		1131.76			1118.96		163501.08
80	2250.73		1124.07			1126.66		162374.42
81	2250.73		1116.32			1134.40		161240.02
82	2250.73		1108.53			1142.20		160097.82
83	2250.73		1100.67			1150.05		158947.77
84	2250.73		1092.77			1157.96		157789.81
85	2250.73		1084.80			1165.92		156623.89
86	2250.73		1076.79			1173.94		155449.95
87	2250.73		1068.72			1182.01		154267.94
88	2250.73		1060.59			1190.13		153077.81
89	2250.73		1052.41			1198.32		151879.50
90	2250.73		1044.17			1206.55		150672.94
91	2250.73		1035.88			1214.85		149458.09
92	2250.73		1027.52			1223.20		148234.89
93	2250.73		1019.11			1231.61		147003.28
94	2250.73		1010.65			1240.08		145763.20
95	2250.73		1002.12			1248.60		144514.60
96	2250.73		993.54			1257.19		143257.41
97	2250.73		984.89			1265.83		141991.58
98	2250.73		976.19			1274.53		140717.05
99	2250.73		967.43			1283.30		139433.75
100	2250.73		958.61			1292.12		138141.63
101	2250.73		949.72			1301.00		136840.63
102	2250.73		940.78			1309.95		135530.68
103	2250.73		931.77			1318.95		134211.73
104	2250.73		922.71			1328.02		132883.71
105	2250.73		913.58			1337.15		131546.56
106	2250.73		904.38			1346.34		130200.22
107	2250.73		895.13			1355.60		128844.62
108	2250.73		885.81			1364.92		127479.70
109	2250.73		876.42			1374.30		126105.40
110	2250.73		866.97			1383.75		124721.65
111	2250.73		857.46			1393.26		123328.38
112	2250.73		847.88			1402.84		121925.54
113	2250.73		838.24			1412.49		120513.05
114	2250.73		828.53			1422.20		119090.85
115	2250.73		818.75			1431.98		117658.88
116	2250.73		808.90			1441.82		116217.06
117	2250.73		798.99			1451.73		114765.32
118	2250.73		789.01			1461.71		113303.61
119	2250.73		778.96			1471.76		111831.85
120	2250.73		768.84			1481.88		110349.96
121	2250.73		758.66			1492.07		108857.89
122	2250.73		748.40			1502.33		107355.57
123	2250.73		738.07			1512.66		105842.91
124	2250.73		727.67			1523.06		104319.85
125	2250.73		717.20			1533.53		102786.33
126	2250.73		706.66			1544.07		101242.26
127	2250.73		696.04			1554.69		99687.57
128	2250.73		685.35			1565.37		98122.20
129	2250.73		674.59			1576.14		96546.06
130	2250.73		663.75			1586.97		94959.09
131	2250.73		652.84			1597.88		93361.21
132	2250.73		641.86			1608.87		91752.34
133	2250.73		630.80			1619.93		90132.42
134	2250.73		619.66			1631.07		88501.35
135	2250.73		608.45			1642.28		86859.07
136	2250.73		597.16			1653.57		85205.50
137	2250.73		585.79			1664.94		83540.56
138	2250.73		574.34			1676.38		81864.18
139	2250.73		562.82			1687.91		80176.27
140	2250.73		551.21			1699.51		78476.76
141	2250.73		539.53			1711.20		76765.56
142	2250.73		527.76			1722.96		75042.60
143	2250.73		515.92			1734.81		73307.79
144	2250.73		503.99			1746.73		71561.05
145	2250.73		491.98			1758.74		69802.31
146	2250.73		479.89			1770.83		68031.48
147	2250.73		467.72			1783.01		66248.47
148	2250.73		455.46			1795.27		64453.20
149	2250.73		443.12			1807.61		62645.59
150	2250.73		430.69			1820.04		60825.55
151	2250.73		418.18			1832.55		58993.00
152	2250.73		405.58			1845.15		57147.85
153	2250.73		392.89			1857.83		55290.02
154	2250.73		380.12			1870.61		53419.41
155	2250.73		367.26			1883.47		51535.95
156	2250.73		354.31			1896.42		49639.53
157	2250.73		341.27			1909.45		47730.08
158	2250.73		328.14			1922.58		45807.49
159	2250.73		314.93			1935.80		43871.69
160	2250.73		301.62			1949.11		41922.59
161	2250.73		288.22			1962.51		39960.08
162	2250.73		274.73			1976.00		37984.08
163	2250.73		261.14			1989.59		35994.49
164	2250.73		247.46			2003.26		33991.23
165	2250.73		233.69			2017.04		31974.19
166	2250.73		219.82			2030.90		29943.29
167	2250.73		205.86			2044.87		27898.43
168	2250.73		191.80			2058.92		25839.50
169	2250.73		177.65			2073.08		23766.42
170	2250.73		163.39			2087.33		21679.09
171	2250.73		149.04			2101.68		19577.41
172	2250.73		134.59			2116.13		17461.28
173	2250.73		120.05			2130.68		15330.60
174	2250.73		105.40			2145.33		13185.27
175	2250.73		90.65			2160.08		11025.19
176	2250.73		75.80			2174.93		8850.27
177	2250.73		60.85			2189.88		6660.39
178	2250.73		45.79			2204.94		4455.45
179	2250.73		30.63			2220.09		2235.36
180	2250.73		15.37			2235.36		-0.00
